S,E,累计确诊,治愈人数,死亡人数
7029193220.062184,289785498.22569716,9477869.185427168,252383665.92041457,4363925.6062703775
7029191558.216579,289353826.0284092,9463746.452506695,252826784.07202816,4368264.230470249
7029189898.847641,288922796.86038804,9449644.957666343,253269241.94450253,4372596.389796043
7029188241.951643,288492409.7637982,9435564.659802755,253711040.53078014,4376922.093969779
7029186587.524867,288062663.78222924,9421505.518320786,254152180.82188174,4381241.352694664
7029184935.563602,287633557.96069384,9407467.493111633,254592663.80693018,4385554.175655321
7029183286.064145,287205091.34562564,9393450.544532007,255032490.47317308,4389860.5725180125
7029181639.022797,286777262.9848773,9379454.63338428,255471661.80600458,4394160.552930853
7029179994.435867,286350071.92771834,9365479.720897567,255910178.7889863,4398454.126524016
7029178352.299673,285923517.22483325,9351525.768709697,256348042.40386713,4402741.302909926
7029176712.610538,285497597.9283193,9337592.738850035,256785253.63060245,4407022.091683444
7029175075.364791,285072313.09168446,9323680.593723107,257221813.4473724,4411296.502422053
7029173440.558769,284647661.7698456,9309789.296093004,257657722.83059946,4415564.544686026
7029171808.188815,284223643.0191263,9295918.809068505,258092982.75496513,4419826.228018588
7029170178.251278,283800255.8972547,9282069.096088912,258527594.19342622,4424081.561946079
7029168550.742514,283377499.4633616,9268240.12091055,258961558.11723018,4428330.555978103
7029166925.658884,282955372.7779784,9254431.847593889,259394875.49593,4432573.21960767
7029165302.996758,282533874.90303504,9240644.240491286,259827547.2973983,4436809.562311341
7029163682.752511,282113004.9018579,9226877.264235293,260259574.4878412,4441039.593549359
7029162064.922523,281692761.8391679,9213130.883727523,260690958.03181118,4445263.322765775
7029160449.5031805,281273144.7810783,9199405.06412802,261121698.8922198,4449480.759388575
7029158836.490878,280854152.79509276,9185699.770845156,261551798.03034982,4453691.912829796
7029157225.882014,280435784.9501034,9172014.969525972,261981256.40586662,4457896.792485639
7029155617.672995,280018040.31638855,9158350.626046998,262410074.97682956,4462095.407736582
7029154011.8602295,279600917.9656108,9144706.706505487,262838254.6997026,4466287.76794748
7029152408.440138,279184416.970815,9131083.17721106,263265796.52936465,4470473.88246767
7029150807.409142,278768536.4064263,9117480.004677754,263692701.4191195,4474653.760631067
7029149208.76367,278353275.34824795,9103897.155616434,264118970.32070538,4478827.411756255
7029147612.500158,277938632.8734594,9090334.596927559,264544604.18430415,4482994.845146582
7029146018.615047,277524608.0606143,9076792.295694288,264969603.95855016,4487156.0700902445
7029144427.104783,277111199.98963827,9063270.219175912,265393970.5905388,4491311.095860369
7029142837.965817,276698407.7418272,9049768.334801594,265817705.02583474,4495459.931715094
7029141251.19461,276286230.3998449,9036286.610164389,266240808.20847988,4499602.586897651
7029139666.787622,275874667.0477214,9022825.013015559,266663281.08100098,4503739.0706364345
7029138084.741324,275463716.77085066,9009383.511259148,267085124.5844171,4507869.392145078
